Gene,Name,baseMean,baseMean_N2_20C,baseMean_N2_34C,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00013552,gmn-1,141.929948,90.78802116,193.6377342,0.860580713,0.342300383,2.514109699,0.011933331,0.04108661
WBGene00018572,lin-42,10489.76087,13551.81714,7428.253825,-0.741321755,0.294918072,-2.513653199,0.011948787,0.041124898
WBGene00021043,pck-1,6151.180535,5667.814785,6635.045403,0.224690787,0.089386454,2.513700634,0.01194718,0.041124898
WBGene00004218,ptr-3,187.4906802,213.6041237,160.3331774,-0.398410062,0.158508797,-2.513488653,0.011954362,0.041136624
WBGene00004083,pph-1,381.2463013,425.9836771,337.1377935,-0.328998498,0.130899392,-2.513369187,0.011958412,0.041143096
WBGene00012561,Y37D8A.26,1.893757044,0.153291425,3.823455529,0.912320073,0.363055563,2.512893801,0.011974538,0.041183639
WBGene00200669,B0025.6,1.893757044,0.153291425,3.823455529,0.912320073,0.363055563,2.512893801,0.011974538,0.041183639
WBGene00007410,C07B5.6,7.925422414,12.58647812,3.174248246,-1.046086883,0.416312826,-2.512742383,0.011979678,0.041186385
WBGene00017791,try-8,7.47236353,11.3287223,3.554848434,-1.017221694,0.404820418,-2.512772695,0.011978649,0.041186385
WBGene00019200,H14E04.3,50.84806554,65.85193343,35.22152712,-0.761292842,0.303024052,-2.512318201,0.011994089,0.041228457
WBGene00016342,C33C12.10,240.7077402,273.8950941,208.4723242,-0.380434774,0.151460002,-2.511783763,0.012012267,0.041283463
WBGene00194956,,48.87926619,38.50100665,59.29823833,0.572778949,0.228045052,2.511692073,0.012015388,0.04128671
WBGene00021473,sydn-1,87.60021272,107.757591,68.07021655,-0.602809056,0.240023705,-2.511456346,0.012023416,0.041306812
WBGene00000292,cap-1,2593.293024,2382.142978,2804.936427,0.232780991,0.09269115,2.511361564,0.012026645,0.041307595
WBGene00000609,col-20,21.09047069,5.506116049,36.58033287,1.031833651,0.410883181,2.511257943,0.012030176,0.041307595
WBGene00012450,Y17D7B.2,16.5275442,9.966936313,22.9422124,0.904755576,0.360279388,2.511261,0.012030072,0.041307595
WBGene00020798,T25D3.4,2011.865619,2572.880035,1451.569178,-0.715292439,0.28487949,-2.510859732,0.012043754,0.041346736
WBGene00004020,pho-1,2984.959862,3468.80143,2500.434216,-0.449549354,0.179052875,-2.510707272,0.012048956,0.04134963
WBGene00017367,nhr-263,46.21016064,31.04868992,60.88009278,0.799741454,0.318531366,2.510714924,0.012048695,0.04134963
WBGene00012378,W10G6.1,4.562620976,1.636289686,7.494718994,1.050541855,0.418478373,2.510385059,0.012059958,0.041379898
WBGene00019108,chpf-2,194.0107772,138.130994,249.0671887,0.730546092,0.291030082,2.510208174,0.012066001,0.041393146
WBGene00044034,Y38E10A.28,14.54205134,5.552770123,23.29626482,1.049193583,0.418057646,2.509686385,0.012083843,0.041446859
WBGene00015368,srt-65,2.978074592,5.455331258,0.425634692,-1.005762513,0.400791094,-2.509443269,0.012092164,0.041467903
WBGene00001914,his-40,20.55985665,12.54177308,28.75838183,0.903009882,0.359946306,2.508734963,0.012116436,0.041543629
WBGene00015129,sdz-1,5.97425644,2.272038735,9.764890039,1.049146601,0.418227863,2.508552622,0.012122691,0.041557566
WBGene00019280,K01A2.5,2863.800379,1870.151763,3857.89002,0.837102629,0.333785069,2.507909148,0.012144789,0.041625798
WBGene00004321,rcan-1,479.1701714,586.846786,371.0364415,-0.601629356,0.239910555,-2.507723576,0.012151168,0.04164014
WBGene00012354,cox-4,7869.856563,7281.01747,8458.139608,0.213929354,0.08532515,2.507225045,0.012168321,0.041691389
WBGene00189952,K10D2.8,8.360318071,4.209769022,12.30336145,0.998518731,0.398281054,2.507070627,0.012173638,0.041702076
WBGene00003529,nas-10,7.009195493,3.296947006,10.67826868,1.022384216,0.407835418,2.506854899,0.01218107,0.041713478
WBGene00015946,C18A3.10,54.4328006,43.523468,65.27550797,0.542590436,0.216443434,2.506846365,0.012181365,0.041713478
WBGene00011154,R09A8.5,246.7810896,291.2847175,201.1421995,-0.501600094,0.200150189,-2.506118515,0.01220647,0.041791904
WBGene00020415,T10E9.5,5.384068397,8.751215299,1.95485198,-1.047915799,0.418195405,-2.50580419,0.012217326,0.041821524
WBGene00004064,pms-2,633.1301795,576.6184895,689.5965787,0.254282477,0.101489402,2.505507691,0.012227574,0.041841505
WBGene00021008,W03F11.5,135.312315,167.7915619,101.9793896,-0.642682158,0.25650424,-2.50554205,0.012226386,0.041841505
WBGene00009319,mccc-1,5178.086658,4884.643505,5472.333089,0.162907407,0.065026638,2.505241093,0.012236795,0.041865393
WBGene00010622,K07A12.4,781.3440103,723.451258,839.5271502,0.212454315,0.084806066,2.505178287,0.012238968,0.041865393
WBGene00202484,C45B2.19,1.920444873,0.153291436,3.859854278,0.907962547,0.3624944,2.50476296,0.012253348,0.041907025
WBGene00003363,mir-270,4.116327716,0.846458016,7.458960164,1.010656974,0.403511713,2.504653375,0.012257145,0.041912454
WBGene00015823,C16B8.3,824.361359,988.1419377,659.9158499,-0.540642179,0.215944516,-2.503616155,0.012293132,0.042027935
WBGene00009043,F22B5.5,2.024841339,0.153291483,4.109346943,0.905383148,0.361847632,2.502111576,0.012345501,0.04219937
WBGene00021328,npr-23,160.7138436,182.9069031,137.8066698,-0.39345582,0.157281826,-2.501597481,0.01236344,0.042253076
WBGene00003372,mlc-4,2365.422933,1961.121295,2770.495238,0.471728821,0.188577287,2.50151452,0.012366337,0.042255364
WBGene00022885,ZK1248.19,82.79880258,96.80069375,68.91841633,-0.464640518,0.185758544,-2.50131439,0.012373328,0.042271639
WBGene00002207,sid-3,706.5732686,848.1324366,566.2943615,-0.540844603,0.216255851,-2.500947835,0.012386142,0.04230018
WBGene00014177,frg-1,623.6187897,544.7510787,701.4808387,0.354046096,0.141563832,2.500964336,0.012385565,0.04230018
WBGene00219210,Y37H2A.18,12.89000391,7.996338441,17.71771329,0.881261185,0.352445129,2.500420956,0.012404581,0.042355527
WBGene00019391,irld-11,9.044543292,14.09535197,3.883620847,-1.034175705,0.413752202,-2.499505019,0.012436694,0.042457534
WBGene00016110,npr-11,20.15995306,26.71702379,13.39615825,-0.81017774,0.324187916,-2.499099135,0.012450947,0.042498547
WBGene00023397,Y104H12A.t2,5.320669541,1.573270091,9.294970694,1.034797354,0.414079423,2.499031095,0.012453338,0.042499061
WBGene00011462,vap-2,5.666261068,2.187628789,8.988796301,1.043501963,0.417782101,2.497718213,0.012499551,0.042649097
WBGene00012640,Y38H8A.7,84.10913504,68.04345218,100.6754123,0.526745963,0.210923682,2.497329644,0.012513257,0.042688186
WBGene00011756,ctg-2,762.4808207,841.1939083,685.4417069,-0.289622311,0.115994862,-2.496854663,0.01253003,0.04273772
WBGene00022277,homt-1,435.5691065,400.0415077,471.9913597,0.235539494,0.094373718,2.495816615,0.012566755,0.042855278
WBGene00016109,C25G6.4,23.4198551,30.65803403,16.34354125,-0.762701592,0.30561922,-2.495594327,0.012574632,0.042874432
WBGene00008371,D1054.3,934.9668034,809.3598637,1061.350027,0.377806114,0.151410547,2.495243041,0.012587088,0.042909192
WBGene00000991,dhs-28,9097.474574,8304.629097,9889.103772,0.248309581,0.099525801,2.494926718,0.012598315,0.042939746
WBGene00002078,xpo-1,4249.777661,4820.301397,3679.62533,-0.376460537,0.150900976,-2.494752168,0.012604513,0.042945441
WBGene00021901,rbm-42,959.4953118,869.1148086,1049.467179,0.267497211,0.107221611,2.494806853,0.012602571,0.042945441
WBGene00010642,mks-6,61.26989643,75.48114057,47.08607156,-0.615198376,0.24663152,-2.49440289,0.012616924,0.04298001
WBGene00009361,F33E2.5,68.90229468,85.26467395,52.83955591,-0.62221988,0.249455633,-2.494310799,0.012620199,0.042983445
WBGene00015160,B0361.6,711.3415013,644.4337559,778.4896632,0.268073466,0.107481414,2.494137887,0.012626348,0.042996671
WBGene00017000,D1005.6,28.10444775,36.4223454,19.37651209,-0.763750385,0.306278437,-2.493647256,0.012643813,0.043048415
WBGene00194921,ZK742.7,38.82831926,49.94443158,27.78067885,-0.72636373,0.291413644,-2.49255224,0.012682867,0.043173636
WBGene00001568,snpc-4,964.7345601,902.4201183,1027.164497,0.185309922,0.074359085,2.492095227,0.012699198,0.043221474
WBGene00000503,cht-1,181.325169,241.249428,122.0362116,-0.804366923,0.322777964,-2.492013124,0.012702134,0.043223711
WBGene00018471,F45E4.6,4.324340629,1.325919074,7.530538117,1.03393715,0.415126371,2.49065639,0.012750737,0.043374476
WBGene00019535,tsen-34,62.42979564,47.93102074,76.4107084,0.609164374,0.244580607,2.490648712,0.012751012,0.043374476
WBGene00017644,exc-9,293.1477265,256.103064,331.2600972,0.35983927,0.144487156,2.490458532,0.012757838,0.043389916
WBGene00016574,lido-11,93.73480495,77.66268143,109.5415859,0.469536707,0.188640256,2.489058891,0.012808175,0.043553304
WBGene00016849,acs-21,183.7917778,161.7370048,205.0957023,0.333611211,0.134040629,2.488881264,0.012814575,0.04356726
WBGene00007082,acs-10,3.917421515,0.831527047,6.924247748,1.007444166,0.404853052,2.488419345,0.012831234,0.043616079
WBGene00012559,epg-3,1511.753475,1662.886422,1362.327387,-0.282235966,0.113423635,-2.488334704,0.012834288,0.043618646
WBGene00008171,C48B4.8,79.43506403,60.08709469,98.05820522,0.633444653,0.254578487,2.488209673,0.012838802,0.043626169
WBGene00008166,saps-1,1497.898131,1588.621698,1405.356686,-0.175572405,0.070568046,-2.48798733,0.012846831,0.043645636
WBGene00001632,gly-7,3897.732777,3448.801894,4346.347459,0.325347335,0.130806385,2.487243531,0.012873724,0.04372917
WBGene00200355,F22A3.15,3.861318337,1.384010204,6.299934183,1.040734375,0.418478794,2.486946508,0.012884477,0.043757862
WBGene00012669,Y39B6A.7,32.27326478,44.82301922,19.21282881,-0.906144047,0.364418791,-2.486545891,0.012898993,0.04379932
WBGene00003543,nas-24,13.78737174,8.309436168,19.06949365,0.898450468,0.361346236,2.48639775,0.012904365,0.043809718
WBGene00011430,T04C12.8,63.01599628,76.16001148,49.95551416,-0.560382647,0.22541567,-2.485996853,0.012918911,0.043851254
WBGene00006654,ttx-3,16.04786494,22.51748934,9.30884749,-0.922466647,0.371102095,-2.485748959,0.012927913,0.043866112
WBGene00012296,spe-46,9.505301738,4.279509411,14.58847713,1.023395174,0.411701272,2.485771219,0.012927104,0.043866112
WBGene00009531,F38B2.4,1746.55822,1456.377341,2035.540273,0.458308915,0.184397364,2.485441801,0.012939074,0.043896133
WBGene00004107,pqn-16,1.979469951,0.153291462,3.948236871,0.897508792,0.361137635,2.485226418,0.012946906,0.043906999
WBGene00015534,C06E4.5,1.979469951,0.153291462,3.948236871,0.897508792,0.361137635,2.485226418,0.012946906,0.043906999
WBGene00013597,gpi-1,5154.891787,4792.467039,5516.428327,0.201050787,0.080912817,2.484782946,0.012963045,0.043953873
WBGene00009600,F40G12.5,18.5446827,4.604787829,32.41338807,1.014079251,0.408205267,2.484238527,0.012982881,0.044013267
WBGene00003721,nhr-131,161.2533038,197.1962861,124.5067228,-0.601927738,0.242351131,-2.483700966,0.013002494,0.044068012
WBGene00018781,F54A3.2,441.8340084,488.2902499,395.7450164,-0.296854322,0.119522516,-2.48366861,0.013003676,0.044068012
WBGene00010976,R02D5.1,240.1839917,202.9085998,278.3448668,0.435115467,0.175267505,2.482579235,0.013043506,0.044195096
WBGene00012626,famh-161,64.36545913,77.43549457,51.55149892,-0.543561731,0.218965844,-2.482404198,0.013049915,0.044208919
WBGene00000698,col-124,52.35824206,20.58611384,83.92943177,1.037679038,0.418051536,2.482179705,0.01305814,0.044228884
WBGene00018957,F56C11.5,304.8648855,357.8878921,250.6694116,-0.484053001,0.195041099,-2.481800008,0.013072062,0.044262788
WBGene00022426,Y104H12D.2,337.8694158,304.6027003,371.5669278,0.281335845,0.113360535,2.481779439,0.013072816,0.044262788
WBGene00015345,C02F5.2,10.16663884,4.980191112,15.33713072,1.004819103,0.404966459,2.481240313,0.013092607,0.044321886
WBGene00013715,,84.5714387,98.70875997,70.61356959,-0.458390925,0.184753678,-2.481092279,0.013098046,0.044332387
WBGene00004727,sax-1,520.0603945,560.405183,479.7326526,-0.221654451,0.089345442,-2.480870281,0.013106206,0.044336275
WBGene00009696,F44F1.4,29.14669885,21.30474067,36.72636047,0.687019407,0.276923289,2.480901512,0.013105058,0.044336275
WBGene00017842,nep-12,508.8565896,680.6035495,337.671272,-0.817207695,0.329401684,-2.480884993,0.013105665,0.044336275
WBGene00010790,sodh-1,1177.796608,593.2392942,1762.090545,0.997477724,0.402184792,2.480147789,0.013132794,0.044418297
WBGene00007907,C34B4.2,643.2672015,769.8579432,515.753948,-0.536287857,0.216277262,-2.479631248,0.013151832,0.044474759
WBGene00022868,ZK1240.3,237.3875978,211.7892034,262.6932772,0.303933147,0.122577005,2.479528261,0.01315563,0.044476923
WBGene00196391,ZK757.5,2.022849108,0.298569879,3.849197975,0.966227602,0.389688547,2.479486784,0.013157161,0.044476923
WBGene00006142,str-83,2.92833613,0.543129932,5.484525903,0.986560454,0.397926141,2.4792552,0.013165707,0.044489959
WBGene00008018,tbc-8,209.3305171,239.0612933,178.6911233,-0.403360049,0.162693114,-2.47926934,0.013165185,0.044489959
WBGene00010920,M117.4,5.126456045,1.631304526,8.646528236,1.032483268,0.416641667,2.478108527,0.013208096,0.044625253
WBGene00015873,oac-4,2.03174505,0.298569883,3.859025121,0.965264604,0.389539381,2.477964103,0.013213444,0.044635371
WBGene00017999,emc-6,739.4013236,641.2584076,838.1237691,0.37331165,0.150661152,2.477822879,0.013218675,0.044645091
WBGene00003830,num-1,1015.751945,905.7782871,1123.938762,0.304462742,0.122909914,2.477121104,0.013244695,0.04471747
WBGene00008733,F13B12.6,438.2775124,507.7032311,369.1803528,-0.438125125,0.176868912,-2.47711777,0.013244819,0.04471747
WBGene00003406,mrg-1,1212.015436,1133.655187,1288.772708,0.18355302,0.074108959,2.476799329,0.013256641,0.044745423
WBGene00020083,R57.2,1706.102675,2117.939204,1293.475669,-0.636415966,0.256954241,-2.476767705,0.013257816,0.044745423
WBGene00017780,F25E2.2,243.0761163,198.8907113,288.4276507,0.502631882,0.203018896,2.475788665,0.013294224,0.044860322
WBGene00020269,erfa-1,10922.05488,9951.273232,11893.25492,0.25328684,0.102328401,2.475235002,0.013314853,0.044921942
WBGene00007885,ugt-21,685.8585246,807.0842803,565.8667899,-0.482738293,0.195107462,-2.474217478,0.013352839,0.045042087
WBGene00013406,Y63D3A.7,1383.808201,1169.0156,1599.000139,0.431332247,0.174360435,2.473796578,0.013368579,0.045079153
WBGene00020375,pigv-1,795.7810701,742.7980855,847.9761761,0.189440095,0.076578251,2.473810668,0.013368052,0.045079153
WBGene00013844,fbxa-50,10.15996109,5.415823823,15.22520842,0.980395849,0.396382994,2.473354971,0.013385112,0.045126881
WBGene00012982,jmjd-2,463.6868857,515.9429886,413.0362812,-0.313417943,0.126731152,-2.473093151,0.013394922,0.045151932
WBGene00018665,bath-4,31.11086315,21.72682455,40.50362488,0.755817809,0.305626371,2.473012408,0.013397949,0.045154111
WBGene00004918,snr-5,1535.164876,1346.166919,1724.005669,0.346597929,0.140171619,2.472668361,0.013410853,0.045189572
WBGene00013907,sre-20,4.841627941,7.716599781,1.962783561,-1.028565427,0.416192956,-2.471366732,0.013459771,0.045346353
WBGene00001973,hmg-3,470.3656022,400.9649879,541.1178439,0.414370774,0.167684355,2.471135568,0.013468475,0.045366416
WBGene00006617,tars-1,7675.994742,7282.125849,8068.566473,0.147199316,0.059568781,2.471081574,0.013470509,0.045366416
WBGene00015048,faah-2,844.3486428,704.8732603,983.7445287,0.45624411,0.184651937,2.470833066,0.013479873,0.045389894
WBGene00004981,spl-1,3077.12693,2915.560028,3237.642982,0.150366958,0.060867215,2.470409691,0.013495839,0.045435592
WBGene00003143,max-1,785.1832281,844.0601752,726.9591409,-0.213155902,0.086309313,-2.469674399,0.013523608,0.045521002
WBGene00007749,ceh-79,164.1648943,135.1886139,192.4757693,0.480450261,0.1945493,2.469555325,0.01352811,0.045528077
WBGene00019273,H43E16.1,699.0225127,888.9115076,509.0150186,-0.698484735,0.282846932,-2.469479624,0.013530972,0.045529634
WBGene00014826,R13H4.2,1675.868664,1324.627122,2026.16638,0.563547819,0.22821444,2.46937845,0.013534799,0.045534434
WBGene00011811,T16H12.1,25.32827251,17.24756219,33.55834621,0.789468032,0.319772257,2.46884467,0.013555004,0.045594324
WBGene00019140,bath-3,29.93959635,21.96290326,37.70103857,0.682146689,0.276352581,2.468392682,0.013572134,0.04564385
WBGene00017849,F27B3.7,52.93495348,41.71604741,64.01077509,0.566970927,0.229760396,2.467661693,0.013599878,0.045729049
WBGene00235318,K11D5.2,4.074356585,1.372397521,6.884373254,1.030188698,0.41754303,2.46726355,0.013615011,0.045771818
WBGene00021907,Y55B1AR.3,1.839489713,0.153291413,3.64094281,0.889636531,0.360599163,2.467106474,0.013620985,0.045783789
WBGene00219271,F36H5.14,54.04668898,42.64343605,65.80549163,0.57327525,0.232383145,2.466939889,0.013627323,0.045796979
WBGene00018735,F53B1.2,275.7966935,313.1754396,237.4137719,-0.385113512,0.156148103,-2.466334873,0.013650365,0.04586629
WBGene00017042,D2007.2,86.40599737,100.5738837,71.96199273,-0.457834507,0.185642045,-2.466222064,0.013654665,0.045872614
WBGene00002010,hsp-6,20992.54599,18735.99495,23248.45916,0.304396955,0.123433811,2.46607434,0.013660298,0.045883412
WBGene00011572,mam-5,128.2784524,196.1463417,60.67238552,-1.010349695,0.40971347,-2.465990918,0.01366348,0.045885976
WBGene00012135,T28F3.9,16.1641882,22.43348883,9.777560808,-0.893260879,0.362273893,-2.465705907,0.013674356,0.045914372
WBGene00001546,gcy-21,143.922646,163.3663072,123.8900361,-0.384631974,0.156040965,-2.464942298,0.013703532,0.046004194
WBGene00004860,sma-6,825.1664854,998.6833522,650.5662678,-0.567287508,0.230235568,-2.463943835,0.013741764,0.046095941
WBGene00017301,hach-1,8854.261338,6707.041073,11002.12608,0.637580255,0.258771764,2.463871038,0.013744555,0.046095941
WBGene00019515,ugt-19,295.9426442,378.0469561,213.1463203,-0.712081529,0.288991028,-2.46402642,0.013738598,0.046095941
WBGene00044896,K12C11.5,1.575809902,0.153291309,3.147603245,0.890633234,0.361499187,2.463721267,0.0137503,0.046095941
WBGene00046252,21ur-390,1.575809902,0.153291309,3.147603245,0.890633234,0.361499187,2.463721267,0.0137503,0.046095941
WBGene00196088,F58H1.11,1.575809902,0.153291309,3.147603245,0.890633234,0.361499187,2.463721267,0.0137503,0.046095941
WBGene00200300,F55A12.16,1.575809902,0.153291309,3.147603245,0.890633234,0.361499187,2.463721267,0.0137503,0.046095941
WBGene00219975,F55F3.9,1.575809902,0.153291309,3.147603245,0.890633234,0.361499187,2.463721267,0.0137503,0.046095941
WBGene00010864,xbx-3,54.23102149,65.12322404,43.01922346,-0.551565696,0.223923769,-2.463185125,0.013770879,0.046156776
WBGene00021284,Y24D9A.6,6.214790032,2.141391039,10.56431958,1.027775249,0.417411527,2.462258903,0.013806496,0.046267981
WBGene00021017,cil-7,22.21962308,28.78129401,15.6528186,-0.742626772,0.301649162,-2.461889057,0.013820741,0.046307538
WBGene00005128,srd-50,2.454088659,0.298570173,4.774438408,0.94007176,0.381892231,2.461615304,0.013831293,0.046323104
WBGene00014770,F54F3.2,1.584705844,0.153291313,3.158577024,0.889424482,0.361330906,2.461523408,0.013834837,0.046323104
WBGene00044510,K07H8.11,8.799572253,13.72021693,3.698538244,-1.021671557,0.415057995,-2.461515184,0.013835154,0.046323104
WBGene00199924,C38H2.4,1.584705844,0.153291313,3.158577024,0.889424482,0.361330906,2.461523408,0.013834837,0.046323104
WBGene00021971,Y57G7A.8,5.644900686,2.5086947,8.847704628,1.018881744,0.414008246,2.461017997,0.013854342,0.046379163
WBGene00005644,srp-3,127.0995526,103.098321,150.2985952,0.508301698,0.20656815,2.460697346,0.013866729,0.04641244
WBGene00022297,Y76B12C.3,1203.06727,1101.644521,1303.266178,0.239155996,0.097200124,2.460449479,0.013876311,0.046436319
