Gene,Name,baseMean,baseMean_N2_OP50,baseMean_N2_S-macescens_Db10,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00011560,T07C4.3,1178.29173,1357.825863,1054.395788,-0.36210633,0.157187114,-2.30366421,0.0212415,0.061179782
WBGene00021965,Y57G7A.1,136.5113877,171.1283625,115.2001473,-0.56045592,0.243316154,-2.303406126,0.021256003,0.061210185
WBGene00013612,fbxa-207,23.99670766,37.26056068,16.49010712,-1.090605269,0.473525449,-2.303160834,0.021269796,0.06123853
WBGene00000543,clp-2,237.1478649,192.2952346,273.9042271,0.502893929,0.218361782,2.303030888,0.021277105,0.061248203
WBGene00010931,M162.5,17.79586008,27.47179329,10.75878512,-1.222524054,0.530971518,-2.302428684,0.021311009,0.061312869
WBGene00016664,C45E5.1,31.231661,18.27518123,39.02711079,1.021481534,0.443655374,2.30242119,0.021311431,0.061312869
WBGene00077548,F21C3.7,3.718807424,7.72617054,0.874571019,-1.995786747,0.866799558,-2.302477808,0.021308242,0.061312869
WBGene00003030,lin-45,965.5641149,828.8526691,1063.191729,0.35657288,0.154913274,2.301758079,0.021348819,0.06140904
WBGene00006797,unc-63,64.48712756,46.0134204,79.31882029,0.759170573,0.329916183,2.301101346,0.021385903,0.061492899
WBGene00219743,linc-103,6.965501561,13.33860631,2.902437221,-1.721776486,0.748225125,-2.301147648,0.021383287,0.061492899
WBGene00017431,cest-33,83.35863369,61.71166588,101.2697619,0.694421767,0.301909776,2.300096988,0.021442726,0.061644855
WBGene00012007,T25B9.1,80.92563759,59.26974158,97.0514349,0.691179371,0.300525829,2.299900058,0.021453883,0.061665498
WBGene00011141,nlp-66,6.905812648,12.28842418,2.63505582,-1.719809403,0.74807809,-2.298970424,0.021506619,0.061787919
WBGene00013591,gcn-2,525.3817257,610.479562,468.8248174,-0.377729977,0.164303932,-2.298971016,0.021506585,0.061787919
WBGene00020299,T07A9.12,37.50764603,24.51721385,48.8353954,0.941392936,0.409490252,2.298938572,0.021508428,0.061787919
WBGene00077606,C06C6.10,4.431415433,9.17101481,1.346442243,-1.916957418,0.833908553,-2.298762151,0.021518449,0.061805258
WBGene00018055,F35F10.5,22.28785845,11.87541336,28.70470945,1.164684652,0.506732933,2.298419101,0.021537947,0.061849806
WBGene00022048,fln-1,3819.953859,4326.494357,3487.202042,-0.309398229,0.134649214,-2.29780939,0.02157264,0.061937962
WBGene00018507,F46F5.16,4.37172652,8.182792556,0.973464306,-1.954494666,0.850746364,-2.297388208,0.021596634,0.061995372
WBGene00018717,F52H2.5,109.1455983,83.57170058,130.209935,0.62509005,0.272137927,2.296960429,0.021621027,0.062053909
WBGene00021452,Y39F10A.1,19.87100526,10.18906328,27.2285488,1.274772377,0.555063785,2.29662322,0.021640273,0.062097652
WBGene00189932,Y26G10.7,3.649734554,8.461873118,0.900448174,-2.015420045,0.877593004,-2.296531576,0.021645506,0.062101177
WBGene00021445,,20.81645912,30.86941031,12.65543888,-1.171676593,0.510419823,-2.295515457,0.021703602,0.062256336
WBGene00020471,pho-14,415.480584,487.8387077,357.7656068,-0.442207228,0.192674374,-2.295101409,0.021727313,0.062301303
WBGene00022837,ceh-45,3.25373623,6.764672744,0.620307285,-2.028908456,0.884009462,-2.295120746,0.021726205,0.062301303
WBGene00007765,C27B7.9,692.5068572,834.5799274,608.8776695,-0.449545963,0.195888696,-2.29490508,0.021738565,0.062322041
WBGene00016093,srsx-34,33.72368647,21.45474445,44.00125444,0.976522179,0.425536364,2.294803126,0.021744409,0.062327275
WBGene00271636,W05G11.8,78.77667044,101.7217921,59.53477,-0.746583851,0.325359151,-2.294645311,0.021753459,0.062341692
WBGene00002008,hsp-4,3266.993313,2830.906385,3549.989944,0.324540918,0.141445013,2.294467023,0.021763687,0.062347958
WBGene00003635,nhr-45,220.7940259,179.0613966,249.5570915,0.472630675,0.205983704,2.294505172,0.021761498,0.062347958
WBGene00022681,ZK185.1,103.7336894,76.47412733,119.3062591,0.626580624,0.273108664,2.294253923,0.021775918,0.062371473
WBGene00022174,slc-30A9,412.1406165,345.0575875,459.3355039,0.408693567,0.178154085,2.294045451,0.021787888,0.062394235
WBGene00001019,dnj-1,521.5688838,438.8163407,582.7337732,0.405293686,0.176714583,2.293493152,0.021819629,0.062473595
WBGene00019484,K07D4.4,6.251118228,12.05439379,2.348110411,-1.782603123,0.777411815,-2.29299721,0.021848166,0.062543752
WBGene00000866,cyb-2.1,547.1306751,642.7179846,489.3410604,-0.389863076,0.170030844,-2.292896203,0.021853982,0.062548854
WBGene00010066,F54F7.6,92.56384679,118.4180563,75.31193568,-0.637157993,0.277906824,-2.292703666,0.021865071,0.062569046
WBGene00001669,gpa-7,77.19157573,56.37637273,94.55112086,0.723199838,0.31553853,2.291954132,0.02190829,0.062681154
WBGene00010683,K08F8.7,10.18604285,4.156555449,14.79505177,1.531482657,0.668259087,2.29174984,0.021920083,0.062703324
WBGene00002244,laf-1,1003.786114,1157.40569,892.1141736,-0.372524314,0.162566197,-2.291523834,0.021933135,0.06270596
WBGene00021839,nduf-5,1805.318756,1570.859952,1963.145021,0.319690491,0.139508345,2.291551028,0.021931564,0.06270596
WBGene00044379,F40H7.12,13.92569302,22.41331431,6.919762206,-1.446721312,0.631327149,-2.291555678,0.021931296,0.06270596
WBGene00017482,set-9,526.1702438,648.2094646,431.8475086,-0.574335004,0.250655915,-2.291328346,0.02194443,0.062726688
WBGene00044325,tag-321,318.0235808,376.3638416,275.8604848,-0.443000806,0.193371991,-2.290925405,0.021967728,0.062781711
WBGene00001239,elo-1,5098.551685,4431.582236,5552.694596,0.323374567,0.141224857,2.289785061,0.02203378,0.062947277
WBGene00017247,F08D12.3,6.039946067,12.08799123,2.308213769,-1.796583698,0.784601867,-2.289802986,0.02203274,0.062947277
WBGene00004312,rba-1,787.257025,661.7388045,882.208595,0.410768844,0.179473684,2.288741356,0.022094385,0.06310879
WBGene00016823,C50E3.12,174.1304136,139.5570383,200.8882139,0.517273087,0.226111448,2.287690833,0.022155532,0.063271793
WBGene00050937,R02D5.8,134.4004418,166.3059569,113.2096432,-0.54504603,0.238373662,-2.286519512,0.022223884,0.063455306
WBGene00016067,C24H10.1,58.58156145,77.17945745,44.29878017,-0.771860409,0.337587629,-2.286400159,0.022230859,0.063463537
WBGene00016568,C41G11.1,2329.832578,2654.12109,2119.874379,-0.32227784,0.14099889,-2.285676437,0.022273195,0.063572691
WBGene00008563,F07H5.13,49.84403729,72.41993771,38.90299709,-0.8572804,0.375108529,-2.28541964,0.022288233,0.063603908
WBGene00001133,eat-2,6.371055514,12.55720559,2.624780365,-1.743012285,0.762953488,-2.284559036,0.022338697,0.063724463
WBGene00015268,BE0003N10.3,47.00297695,62.02503803,32.71246394,-0.877916968,0.384271281,-2.284628101,0.022334644,0.063724463
WBGene00044797,F13E9.13,29.10703454,41.57232999,19.25642425,-1.034770273,0.453022394,-2.284148173,0.022362824,0.063781555
WBGene00015692,ugt-25,25.4301001,14.99035627,33.22862237,1.06617391,0.466835503,2.283832104,0.0223814,0.063822797
WBGene00016840,C50F2.7,11.08277375,19.09333603,5.988513411,-1.438572748,0.630164512,-2.282852683,0.022439047,0.06397542
WBGene00015133,mrpl-11,619.3516079,716.1241798,553.4515496,-0.368760371,0.161564735,-2.28243107,0.022463903,0.064034511
WBGene00007886,ethe-1,105.4232897,79.6224079,126.0317358,0.645936195,0.283039684,2.282140035,0.022481074,0.064071681
WBGene00003076,lsm-1,571.4307345,476.7820998,643.4510483,0.427850014,0.187484561,2.282054655,0.022486114,0.064074268
WBGene00044922,Y43C5A.7,27.17710567,40.34511094,19.10467949,-1.010142861,0.442721783,-2.281665144,0.022509117,0.064128033
WBGene00000431,ceh-6,61.29600658,43.72328866,75.23800414,0.756134645,0.331482955,2.281066444,0.022544515,0.064180273
WBGene00000963,dhp-1,140.9517268,111.1107274,164.0280806,0.551799521,0.241905932,2.281049974,0.02254549,0.064180273
WBGene00001824,hbl-1,352.3180575,293.5829761,392.0176963,0.412937465,0.18103123,2.281028885,0.022546738,0.064180273
WBGene00012559,epg-3,417.6465398,346.1413892,460.6132865,0.408108178,0.17890893,2.281094507,0.022542855,0.064180273
WBGene00018706,F52F10.2,5.581333408,1.49622776,8.987905872,1.849759723,0.810940649,2.281005058,0.022548148,0.064180273
WBGene00020214,attf-5,171.7677866,136.4329201,195.0267366,0.507543786,0.222517335,2.280917961,0.022553302,0.064183163
WBGene00011142,R08D7.1,500.8677152,414.3409794,550.864658,0.406816013,0.178363421,2.280826469,0.022558717,0.064186795
WBGene00016623,psmd-9,390.7166846,457.5464257,345.8029493,-0.400133024,0.175475463,-2.280279057,0.022591143,0.064267264
WBGene00012897,pisy-1,618.1617516,727.8373154,535.9480359,-0.436492262,0.191555409,-2.278673644,0.022686473,0.06452662
WBGene00000645,col-69,4.760749555,9.822567174,1.583718104,-1.870079479,0.820801782,-2.278356993,0.022705317,0.064565634
WBGene00011325,T01C3.11,34.45522379,51.64714149,25.7747281,-0.948070244,0.416129964,-2.278303239,0.022708517,0.064565634
WBGene00000800,cars-1,859.496561,994.5859814,759.1279041,-0.386279261,0.169646716,-2.276962794,0.022788448,0.064781018
WBGene00018305,exos-8,265.5374591,325.73306,232.291834,-0.481081583,0.211348296,-2.276250111,0.022831044,0.064890213
WBGene00007428,wdr-20,998.5466253,855.8882618,1101.987096,0.361790829,0.158960985,2.275972493,0.022847656,0.064925527
WBGene00000992,dhs-29,217.3151186,176.5552508,250.1140878,0.4951725,0.217622875,2.275369721,0.02288376,0.065016209
WBGene00009528,F38A6.4,44.7653544,30.28677767,55.99360029,0.847543393,0.372571778,2.274845934,0.022915174,0.065093533
WBGene00005616,srj-29,3.921245809,0.721249043,6.264524305,1.964299811,0.863519543,2.27476011,0.022920324,0.06509624
WBGene00007988,best-8,38.87237018,52.85975903,26.63895785,-0.933706539,0.410517333,-2.27446313,0.022938156,0.065134953
WBGene00044452,Y102E9.5,42.7201001,27.19659044,52.93164907,0.909685362,0.400064879,2.273844596,0.022975332,0.065228574
WBGene00015042,cyp-34A7,7.508259327,2.098649428,10.58485303,1.760759527,0.774490126,2.27344348,0.022999468,0.065285147
WBGene00012830,mrps-28,155.0024328,198.2133463,116.6406124,-0.73877066,0.324980198,-2.273279002,0.023009372,0.065301305
WBGene00001990,hot-5,20.96111328,33.64924231,14.03423684,-1.155433244,0.508308832,-2.273092992,0.023020577,0.065321149
WBGene00016423,tag-275,57.31025173,40.12339225,69.35947234,0.761718549,0.335164319,2.272671961,0.023045956,0.065381199
WBGene00017023,D1022.4,284.1373725,233.4889483,321.8389705,0.457215331,0.201189121,2.272564882,0.023052414,0.065387559
WBGene00015481,C05D11.1,885.7577694,1025.418038,799.3970559,-0.356516881,0.156937406,-2.271713862,0.023103798,0.065521324
WBGene00010472,cdr-7,39.33507495,25.97590773,49.63298166,0.888671507,0.39137369,2.270647032,0.023168354,0.065692387
WBGene00001549,gcy-25,4.766290826,1.104244541,7.671795473,1.899254784,0.836485877,2.270516258,0.023176278,0.065695415
WBGene00021367,Y37E11AM.3,396.7447483,323.6590826,437.6451612,0.430401154,0.189563149,2.270489577,0.023177895,0.065695415
WBGene00011917,T22C1.6,411.758634,481.7779035,364.7999371,-0.397472738,0.175083277,-2.270192473,0.023195908,0.065734455
WBGene00008742,F13D12.8,159.0091037,193.938889,134.2908805,-0.521538854,0.229771168,-2.269818531,0.023218596,0.065786728
WBGene00008036,C40C9.3,5.727256597,12.21144185,2.296024213,-1.802799214,0.794746209,-2.268396115,0.023305074,0.066019691
WBGene00009729,F45E10.2,65.20167332,87.11584679,52.28912479,-0.713696406,0.314747816,-2.267518213,0.023358588,0.0661592
WBGene00008177,C48D1.1,34.21404919,51.65310404,25.60515101,-0.955857982,0.421578863,-2.267328999,0.023370135,0.066179819
WBGene00003949,pbs-3,1421.425637,1232.99962,1552.674057,0.330415487,0.145755047,2.266923126,0.023394922,0.066225823
WBGene00006567,tgt-2,333.4359039,395.229952,282.5881079,-0.477260546,0.210526887,-2.266981449,0.023391359,0.066225823
WBGene00018175,F38B6.6,43.76404318,29.52247983,56.58867665,0.892762644,0.39384041,2.266813211,0.023401639,0.066232745
WBGene00007242,madf-5,62.71748857,40.69192731,72.97735234,0.806996254,0.356072661,2.266380831,0.023428076,0.06629547
WBGene00003241,mig-5,727.3600839,621.0093855,797.088942,0.357361181,0.15774864,2.265383593,0.02348915,0.066456167
WBGene00006792,unc-58,52.34301534,36.24300058,65.70678946,0.822455227,0.363069813,2.265281216,0.023495428,0.066461803
WBGene00001997,hpr-9,95.88173715,71.9039745,115.5814483,0.666611573,0.294294145,2.265120068,0.023505312,0.066477636
WBGene00012854,Y44A6D.3,323.8232586,267.116801,359.575778,0.424154794,0.187284565,2.264761083,0.023527345,0.066527815
WBGene00010875,M05D6.2,707.4225245,601.0919983,782.5022194,0.377257234,0.166615495,2.264238589,0.023559444,0.066606436
WBGene00077669,Y38H6A.5,15.06070604,23.49872186,8.678617963,-1.27800128,0.564469674,-2.264074298,0.023569545,0.066622848
WBGene00013269,Y57A10A.29,220.9250294,264.4851254,189.028914,-0.477863745,0.211090153,-2.26378985,0.023587043,0.06664801
WBGene00194650,C36A4.14,130.4272183,100.0774504,148.8547588,0.561683056,0.248108674,2.263859007,0.023582788,0.06664801
WBGene00011303,R166.3,229.2568207,276.5300773,199.8152685,-0.462734442,0.204418677,-2.263660286,0.023595017,0.066649183
WBGene00014024,ZK637.4,12.33743157,19.48934026,6.171112749,-1.419525298,0.627097571,-2.263643431,0.023596054,0.066649183
WBGene00022089,Y69A2AR.18,4484.485623,5095.319682,4067.651861,-0.32294185,0.142676749,-2.263451132,0.023607894,0.066670481
WBGene00044061,tbc-12,497.5506154,577.0966043,441.4887004,-0.383018371,0.16927795,-2.262659559,0.023656684,0.066796102
WBGene00003770,nlp-32,4.483579872,9.546213988,1.27551568,-1.934386229,0.85509601,-2.262186009,0.023685913,0.066866459
WBGene00000647,col-71,18.02504081,26.62243939,10.16482124,-1.241579542,0.549054077,-2.26130648,0.023740285,0.066999355
WBGene00012188,W01G7.4,451.2275698,539.1399811,380.4070409,-0.495532557,0.21913762,-2.26128475,0.02374163,0.066999355
WBGene00007520,C11E4.6,158.0983889,125.2532495,182.4020445,0.533003294,0.235784757,2.260550265,0.023787121,0.067103307
WBGene00012914,bcmo-1,8.200195877,14.90953125,3.320955032,-1.689252072,0.747256592,-2.260605112,0.023783721,0.067103307
WBGene00017419,sec-16A.2,1935.650971,1682.239796,2099.589597,0.317779278,0.140599912,2.26016697,0.02381089,0.067158143
WBGene00086556,F36D1.12,11.24991519,4.081086646,14.91139872,1.520559904,0.672857114,2.25985558,0.023830216,0.067200428
WBGene00004246,puf-10,69.26786106,89.45101677,53.94198439,-0.707042092,0.312907174,-2.259590541,0.023846675,0.067234617
WBGene00009098,ehbp-1,824.4022835,699.9464968,914.8873591,0.382943267,0.16948781,2.259414807,0.023857594,0.067253175
WBGene00004980,spk-1,2549.439807,2885.376371,2329.09799,-0.307234996,0.135994053,-2.259179644,0.023872213,0.067282152
WBGene00016429,C35A11.2,14.38763383,6.773698908,19.57937968,1.337838407,0.592238198,2.258953259,0.023886293,0.067309602
WBGene00020798,T25D3.4,500.9423323,581.1642323,446.8650522,-0.375868015,0.166476383,-2.257785809,0.023959016,0.067502265
WBGene00000405,cdk-1,1255.148336,1429.376134,1134.984832,-0.330515254,0.146506074,-2.25598328,0.024071678,0.067795045
WBGene00020218,T04G9.7,5035.781811,5800.514699,4537.297378,-0.351702999,0.155896759,-2.255999427,0.024070667,0.067795045
WBGene00010972,R01H10.4,83.29758042,60.30253266,97.25596286,0.670322101,0.297196276,2.255486208,0.024102827,0.067870445
WBGene00008555,F07C6.4,645.8947056,744.9255029,573.8434662,-0.373250148,0.165521336,-2.254997193,0.024133505,0.067944492
WBGene00001561,gei-4,1288.577182,1486.749645,1144.941632,-0.373684954,0.165742566,-2.254610651,0.024157778,0.068000484
WBGene00017235,F08B4.3,80.49429882,101.9725227,63.3574349,-0.667417764,0.296063526,-2.254305935,0.024176928,0.068042037
WBGene00016407,unk-1,1687.369395,1469.204902,1831.526506,0.316087423,0.140249157,2.253756309,0.024211503,0.068116335
WBGene00019664,K11H12.8,611.6489226,709.2765977,538.3230506,-0.394106083,0.174867078,-2.253746611,0.024212113,0.068116335
WBGene00023223,ZK1236.8,3.583070352,7.397981813,0.849459283,-1.961914251,0.870742739,-2.253150287,0.024249675,0.068209633
WBGene00007928,C34C12.9,54.58085295,37.29763221,65.0901293,0.7730608,0.343150958,2.252830079,0.024269865,0.068254043
WBGene00001215,ego-2,766.7434044,891.608143,672.3254517,-0.403196262,0.178991965,-2.252594203,0.024284747,0.06827215
WBGene00044907,K08E7.10,14.40069736,21.87239335,7.291348159,-1.369444867,0.607942766,-2.252588475,0.024285108,0.06827215
WBGene00014258,ZK1320.9,768.6508686,884.2113729,688.6886445,-0.357738703,0.158851993,-2.252025271,0.024320675,0.068359744
WBGene00011839,T19C4.5,60.47141373,80.13896373,46.55677963,-0.755565958,0.335564711,-2.251625196,0.024345967,0.068418434
WBGene00195067,C04C3.9,3.671229879,8.065883891,0.900335781,-1.971671459,0.875696175,-2.251547415,0.024350887,0.06841986
WBGene00003235,mif-2,570.1872624,479.9162064,628.8115244,0.386311834,0.171612299,2.251073126,0.024380906,0.068491796
WBGene00012976,sup-35,29.14175131,41.1031725,19.28270119,-1.017145145,0.452003922,-2.250301591,0.024429807,0.06861399
WBGene00195165,F57G4.11,5.776609466,11.77011079,2.343126763,-1.760790414,0.782487522,-2.250247276,0.024433253,0.06861399
WBGene00000869,cyc-1,2757.467247,3139.940009,2492.681834,-0.330821502,0.147028965,-2.250043051,0.024446213,0.068637954
WBGene00009056,F22D6.15,21.0461607,11.62210332,30.32834925,1.245193431,0.553458157,2.249842044,0.024458974,0.068661352
WBGene00003196,mel-11,1396.857198,1591.273333,1270.449324,-0.322788036,0.143555352,-2.248526668,0.024542627,0.068858786
WBGene00016384,cdgs-1,462.5355838,536.6038851,406.4683609,-0.396841536,0.176484661,-2.248589384,0.024538632,0.068858786
WBGene00016601,acin-1,555.1975088,641.8634258,492.6442912,-0.378375793,0.168274698,-2.248560231,0.024540489,0.068858786
WBGene00000527,cle-1,243.8291374,298.0982065,213.9144285,-0.472282204,0.210050463,-2.248422579,0.024549257,0.068864928
WBGene00021275,dmsr-2,42.98655566,28.69441176,53.11678419,0.848214046,0.377336535,2.247898007,0.024582694,0.068946254
WBGene00016530,C39D10.2,66.35271737,84.76057667,49.34471468,-0.752177786,0.334638645,-2.247731388,0.024593323,0.068963592
WBGene00010325,exos-3,467.2229278,392.058111,524.3283613,0.415005995,0.184746802,2.246350093,0.024681592,0.069198599
WBGene00020359,math-40,31.99440702,20.23179914,42.40997851,1.000977662,0.445706817,2.24582085,0.024715485,0.069281097
WBGene00014067,ZK675.4,24.65616859,38.51105031,17.06312784,-1.085368217,0.483317723,-2.245661945,0.024725669,0.069297118
WBGene00077698,lurp-4,19.92471328,10.05175795,26.47438746,1.251222194,0.557198508,2.245559123,0.024732261,0.069303067
WBGene00194986,pigb-1,122.1263214,94.90132438,141.1918756,0.561978244,0.250293923,2.245273229,0.024750598,0.069341918
WBGene00009647,phlp-2,12.42881408,22.70476138,7.076960709,-1.441986656,0.642514108,-2.244287927,0.024813882,0.069506659
WBGene00007749,ceh-79,52.31778981,71.27607059,40.26441889,-0.791511942,0.352829059,-2.2433298,0.024875555,0.069666829
WBGene00077690,mtp-18,42.71417304,26.54229768,54.01138333,0.965363476,0.430357742,2.243165117,0.024886169,0.069683969
WBGene00013090,Y51B9A.8,2.962542085,6.440879369,0.620305155,-1.987723969,0.886219439,-2.242925265,0.024901634,0.069689522
WBGene00013214,Y54G11A.3,367.3360805,429.4487434,322.7404298,-0.40789791,0.181854217,-2.242993961,0.024897204,0.069689522
WBGene00019074,cpd-1,212.0135299,172.4659768,242.9442889,0.487130507,0.217179182,2.242988958,0.024897527,0.069689522
WBGene00007059,vps-52,192.8543717,156.0028188,221.8899336,0.500520654,0.223175019,2.242727057,0.024914421,0.069712725
